country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
Indonesia,TTETANUS,"Total tetanus",SEAR,2019,391,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,5290951,3422933
Indonesia,TTETANUS,"Total tetanus",SEAR,2019,391,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,4549065,3962399
Indonesia,TTETANUS,"Total tetanus",SEAR,2019,391,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,5290591,3422933
Indonesia,CRS,"Congenital rubella syndrome",SEAR,2019,198,"Rubella-containing vaccine, 1st dose",RCV1,4675206,4448141
Indonesia,RUBELLA,Rubella,SEAR,2019,713,"Rubella-containing vaccine, 1st dose",RCV1,4675206,4448141
Indonesia,PERTUSSIS,Pertussis,SEAR,2019,27,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,4702840,3571695
Indonesia,NTETANUS,"Neonatal tetanus",SEAR,2019,17,"Protection at birth (PAB) against neonatal tetanus",PAB,5290591,3422933
Indonesia,MEASLES,Measles,SEAR,2019,1965,"Measles-containing vaccine, 2nd dose",MCV2,4702840,3416773
Indonesia,MEASLES,Measles,SEAR,2019,1965,"Measles-containing vaccine, 1st dose",MCV1,4675206,4448141
Indonesia,PERTUSSIS,Pertussis,SEAR,2019,27,"DTP-containing vaccine, 3rd dose",DTPCV3,4675206,4510097
Indonesia,TTETANUS,"Total tetanus",SEAR,2019,391,"DTP-containing vaccine, 3rd dose",DTPCV3,4675206,4510097
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2019,495,"DTP-containing vaccine, 3rd dose",DTPCV3,4675206,4510097
Indonesia,PERTUSSIS,Pertussis,SEAR,2019,27,"DTP-containing vaccine, 1st dose",DTPCV1,4675206,4591870
Indonesia,TTETANUS,"Total tetanus",SEAR,2019,391,"DTP-containing vaccine, 1st dose",DTPCV1,4675206,4591870
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2019,495,"DTP-containing vaccine, 1st dose",DTPCV1,4675206,4591870
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2019,495,"Diphtheria-containing vaccine, 6th dose (3rd booster)",DIPHCV6,4825700,4382945
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2019,495,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,4895723,4415207
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2019,495,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,4702840,3571695
"Brunei Darussalam",MEASLES,Measles,WPR,2000,42,"Measles-containing vaccine, 1st dose",MCV1,7460,7354
"Brunei Darussalam",PERTUSSIS,Pertussis,WPR,2000,2,"DTP-containing vaccine, 3rd dose",DTPCV3,7460,7375
"Brunei Darussalam",PERTUSSIS,Pertussis,WPR,2000,2,"DTP-containing vaccine, 1st dose",DTPCV1,7460,7357
"China, Hong Kong SAR",MEASLES,Measles,WPR,2000,60,"Measles-containing vaccine, 2nd dose",MCV2,80331,79399
"China, Hong Kong SAR",MEASLES,Measles,WPR,2000,60,"Measles-containing vaccine, 1st dose",MCV1,51304,44589
"China, Hong Kong SAR",PERTUSSIS,Pertussis,WPR,2000,11,"DTP-containing vaccine, 3rd dose",DTPCV3,51304,44950
"China, Hong Kong SAR",TTETANUS,"Total tetanus",WPR,2000,7,"DTP-containing vaccine, 3rd dose",DTPCV3,51304,44950
"China, Hong Kong SAR",PERTUSSIS,Pertussis,WPR,2000,11,"DTP-containing vaccine, 1st dose",DTPCV1,51304,45964
"China, Hong Kong SAR",TTETANUS,"Total tetanus",WPR,2000,7,"DTP-containing vaccine, 1st dose",DTPCV1,51304,45964
Japan,TTETANUS,"Total tetanus",WPR,2001,91,"DTP-containing vaccine, 1st dose",DTPCV1,1179279,1189225
Japan,DIPHTHERIA,Diphtheria,WPR,2001,1,"DTP-containing vaccine, 1st dose",DTPCV1,1179279,1189225
Japan,PERTUSSIS,Pertussis,WPR,2001,3804,"DTP-containing vaccine, 1st dose",DTPCV1,1179279,1189225
Japan,TTETANUS,"Total tetanus",WPR,2001,91,"DTP-containing vaccine, 3rd dose",DTPCV3,1170279,1115145
Japan,DIPHTHERIA,Diphtheria,WPR,2001,1,"DTP-containing vaccine, 3rd dose",DTPCV3,1170279,1115145
Japan,PERTUSSIS,Pertussis,WPR,2001,3804,"DTP-containing vaccine, 3rd dose",DTPCV3,1170279,1115145
Japan,MEASLES,Measles,WPR,2001,22552,"Measles-containing vaccine, 1st dose",MCV1,1166160,1137868
"Viet Nam",TTETANUS,"Total tetanus",WPR,2003,119,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1511010,1375005
"Viet Nam",MEASLES,Measles,WPR,2003,2297,"Measles-containing vaccine, 1st dose",MCV1,1500113,1398773
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2003,105,"DTP-containing vaccine, 3rd dose",DTPCV3,1500113,1503646
"Viet Nam",TTETANUS,"Total tetanus",WPR,2003,119,"DTP-containing vaccine, 3rd dose",DTPCV3,1500113,1503646
"Viet Nam",PERTUSSIS,Pertussis,WPR,2003,716,"DTP-containing vaccine, 3rd dose",DTPCV3,1500113,1503646
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2003,105,"DTP-containing vaccine, 1st dose",DTPCV1,1500113,1444353
"Viet Nam",TTETANUS,"Total tetanus",WPR,2003,119,"DTP-containing vaccine, 1st dose",DTPCV1,1500113,1444353
"Viet Nam",PERTUSSIS,Pertussis,WPR,2003,716,"DTP-containing vaccine, 1st dose",DTPCV1,1500113,1444353
Singapore,MEASLES,Measles,WPR,2004,96,"Measles-containing vaccine, 2nd dose",MCV2,50898,48353
Singapore,MEASLES,Measles,WPR,2004,96,"Measles-containing vaccine, 1st dose",MCV1,38633,36318
"Viet Nam",TTETANUS,"Total tetanus",WPR,2006,57,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1568657,1431658
"Viet Nam",MEASLES,Measles,WPR,2006,1978,"Measles-containing vaccine, 1st dose",MCV1,1568657,1466129
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2006,25,"DTP-containing vaccine, 3rd dose",DTPCV3,1568657,1470290
"Viet Nam",PERTUSSIS,Pertussis,WPR,2006,144,"DTP-containing vaccine, 3rd dose",DTPCV3,1568657,1470290
"Viet Nam",TTETANUS,"Total tetanus",WPR,2006,57,"DTP-containing vaccine, 3rd dose",DTPCV3,1568657,1470290
"Viet Nam",NTETANUS,"Neonatal tetanus",WPR,2006,27,"Protection at birth (PAB) against neonatal tetanus",PAB,1568657,1356162
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2006,25,"DTP-containing vaccine, 1st dose",DTPCV1,1568657,1467801
"Viet Nam",PERTUSSIS,Pertussis,WPR,2006,144,"DTP-containing vaccine, 1st dose",DTPCV1,1568657,1467801
"Viet Nam",TTETANUS,"Total tetanus",WPR,2006,57,"DTP-containing vaccine, 1st dose",DTPCV1,1568657,1467801
"Cook Islands",MEASLES,Measles,WPR,2006,6,"Measles-containing vaccine, 1st dose",MCV1,306,341
"Cook Islands",MEASLES,Measles,WPR,2006,6,"Measles-containing vaccine, 2nd dose",MCV2,306,330
Malaysia,TTETANUS,"Total tetanus",WPR,2006,28,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,461460,393305
Malaysia,MEASLES,Measles,WPR,2006,564,"Measles-containing vaccine, 1st dose",MCV1,470668,416295
Malaysia,TTETANUS,"Total tetanus",WPR,2006,28,"DTP-containing vaccine, 3rd dose",DTPCV3,461460,439719
Malaysia,PERTUSSIS,Pertussis,WPR,2006,6,"DTP-containing vaccine, 3rd dose",DTPCV3,461460,439719
Malaysia,TTETANUS,"Total tetanus",WPR,2006,28,"DTP-containing vaccine, 1st dose",DTPCV1,461460,442591
Malaysia,PERTUSSIS,Pertussis,WPR,2006,6,"DTP-containing vaccine, 1st dose",DTPCV1,461460,442591
"Viet Nam",TTETANUS,"Total tetanus",WPR,2007,116,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1594187,1442097
"Viet Nam",NTETANUS,"Neonatal tetanus",WPR,2007,36,"Protection at birth (PAB) against neonatal tetanus",PAB,1594187,1370676
"Viet Nam",PERTUSSIS,Pertussis,WPR,2007,183,"DTP-containing vaccine, 1st dose",DTPCV1,1594187,1468539
"Viet Nam",TTETANUS,"Total tetanus",WPR,2007,116,"DTP-containing vaccine, 1st dose",DTPCV1,1594187,1468539
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2007,32,"DTP-containing vaccine, 1st dose",DTPCV1,1594187,1468539
"Viet Nam",PERTUSSIS,Pertussis,WPR,2007,183,"DTP-containing vaccine, 3rd dose",DTPCV3,1594187,1468089
"Viet Nam",TTETANUS,"Total tetanus",WPR,2007,116,"DTP-containing vaccine, 3rd dose",DTPCV3,1594187,1468089
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2007,32,"DTP-containing vaccine, 3rd dose",DTPCV3,1594187,1468089
"Viet Nam",JAPENC,"Japanese encephalitis",WPR,2007,38,"Japanese encephalitis",JAPENC,971457,900923
"Viet Nam",MEASLES,Measles,WPR,2007,17,"Measles-containing vaccine, 1st dose",MCV1,1594187,1320758
"Viet Nam",MEASLES,Measles,WPR,2007,17,"Measles-containing vaccine, 2nd dose",MCV2,1512578,275343
Singapore,MEASLES,Measles,WPR,2007,15,"Measles-containing vaccine, 1st dose",MCV1,34588,32792
Singapore,PERTUSSIS,Pertussis,WPR,2007,38,"DTP-containing vaccine, 3rd dose",DTPCV3,34588,33178
Singapore,PERTUSSIS,Pertussis,WPR,2007,38,"DTP-containing vaccine, 1st dose",DTPCV1,34588,33467
Singapore,MEASLES,Measles,WPR,2007,15,"Measles-containing vaccine, 2nd dose",MCV2,49383,47463
"China, Hong Kong SAR",MEASLES,Measles,WPR,2010,13,"Measles-containing vaccine, 2nd dose",MCV2,51167,50412
"Viet Nam",TTETANUS,"Total tetanus",WPR,2012,253,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1758354,1678771
"Viet Nam",TTETANUS,"Total tetanus",WPR,2012,253,"DTP-containing vaccine, 1st dose",DTPCV1,1775657,1761666
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2012,12,"DTP-containing vaccine, 1st dose",DTPCV1,1775657,1761666
"Viet Nam",PERTUSSIS,Pertussis,WPR,2012,98,"DTP-containing vaccine, 1st dose",DTPCV1,1775657,1761666
"Viet Nam",TTETANUS,"Total tetanus",WPR,2012,253,"DTP-containing vaccine, 3rd dose",DTPCV3,1775657,1714877
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2012,12,"DTP-containing vaccine, 3rd dose",DTPCV3,1775657,1714877
"Viet Nam",PERTUSSIS,Pertussis,WPR,2012,98,"DTP-containing vaccine, 3rd dose",DTPCV3,1775657,1714877
"Viet Nam",JAPENC,"Japanese encephalitis",WPR,2012,183,"Japanese encephalitis",JAPENC,1426025,1338752
"Viet Nam",MEASLES,Measles,WPR,2012,578,"Measles-containing vaccine, 1st dose",MCV1,1775657,1711096
"Viet Nam",MEASLES,Measles,WPR,2012,578,"Measles-containing vaccine, 2nd dose",MCV2,1519469,1263689
"Viet Nam",NTETANUS,"Neonatal tetanus",WPR,2012,39,"Protection at birth (PAB) against neonatal tetanus",PAB,1775657,1686516
Vanuatu,MEASLES,Measles,WPR,2014,10,"Measles-containing vaccine, 1st dose",MCV1,7692,7341
"Lao People's Democratic Republic",RUBELLA,Rubella,WPR,2014,2,"Rubella-containing vaccine, 1st dose",RCV1,178016,154892
"Lao People's Democratic Republic",MEASLES,Measles,WPR,2014,339,"Measles-containing vaccine, 1st dose",MCV1,178016,154892
"China, Macao SAR",MEASLES,Measles,WPR,2017,2,"Measles-containing vaccine, 2nd dose",MCV2,7562,6907
"China, Macao SAR",MEASLES,Measles,WPR,2017,2,"Measles-containing vaccine, 1st dose",MCV1,7562,7081
"China, Macao SAR",PERTUSSIS,Pertussis,WPR,2017,1,"DTP-containing vaccine, 3rd dose",DTPCV3,7619,7239
"China, Macao SAR",PERTUSSIS,Pertussis,WPR,2017,1,"DTP-containing vaccine, 1st dose",DTPCV1,7619,7343
"Brunei Darussalam",RUBELLA,Rubella,WPR,2017,1,"Rubella-containing vaccine, 1st dose",RCV1,6271,6065
Cambodia,TTETANUS,"Total tetanus",WPR,2018,14,"DTP-containing vaccine, 1st dose",DTPCV1,360033,364268
Cambodia,PERTUSSIS,Pertussis,WPR,2018,22,"DTP-containing vaccine, 1st dose",DTPCV1,360033,364268
Cambodia,TTETANUS,"Total tetanus",WPR,2018,14,"DTP-containing vaccine, 3rd dose",DTPCV3,360033,353806
Cambodia,PERTUSSIS,Pertussis,WPR,2018,22,"DTP-containing vaccine, 3rd dose",DTPCV3,360033,353806
Cambodia,JAPENC,"Japanese encephalitis",WPR,2018,11,"Japanese encephalitis",JAPENC,360033,310280
Cambodia,MEASLES,Measles,WPR,2018,3,"Measles-containing vaccine, 1st dose",MCV1,360033,373867
Cambodia,MEASLES,Measles,WPR,2018,3,"Measles-containing vaccine, 2nd dose",MCV2,360033,293080
Cambodia,NTETANUS,"Neonatal tetanus",WPR,2018,14,"Protection at birth (PAB) against neonatal tetanus",PAB,360033,328176
Cambodia,TTETANUS,"Total tetanus",WPR,2018,14,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,369677,277507
China,RUBELLA,Rubella,WPR,2019,32539,"Rubella-containing vaccine, 1st dose",RCV1,15032525,14845235
China,POLIO,Poliomyelitis,WPR,2019,1,"Polio, 3rd dose",POL3,15348565,15267254
China,MEASLES,Measles,WPR,2019,2974,"Measles-containing vaccine, 2nd dose",MCV2,18137885,17860662
China,MEASLES,Measles,WPR,2019,2974,"Measles-containing vaccine, 1st dose",MCV1,15147660,14970206
China,JAPENC,"Japanese encephalitis",WPR,2019,369,"Japanese encephalitis vaccine, last dose",JAPENC_C,18443068,18297620
China,JAPENC,"Japanese encephalitis",WPR,2019,369,"Japanese encephalitis",JAPENC,15784564,15656700
China,POLIO,Poliomyelitis,WPR,2019,1,"Inactivated polio-containing vaccine, 1st dose",IPV1,15629869,15548296
China,PERTUSSIS,Pertussis,WPR,2019,30027,"DTP-containing vaccine, 3rd dose",DTPCV3,15071679,14928998
China,PERTUSSIS,Pertussis,WPR,2019,30027,"DTP-containing vaccine, 1st dose",DTPCV1,15412779,15286057
Australia,TTETANUS,"Total tetanus",WPR,2019,3,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,323159,306670
Australia,PERTUSSIS,Pertussis,WPR,2019,12021,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,306910,286372
Australia,MEASLES,Measles,WPR,2019,286,"Measles-containing vaccine, 2nd dose",MCV2,306910,287224
Australia,PERTUSSIS,Pertussis,WPR,2019,12021,"DTP-containing vaccine, 3rd dose",DTPCV3,298010,282872
Australia,TTETANUS,"Total tetanus",WPR,2019,3,"DTP-containing vaccine, 3rd dose",DTPCV3,298010,282872
Australia,DIPHTHERIA,Diphtheria,WPR,2019,7,"DTP-containing vaccine, 3rd dose",DTPCV3,298010,282872
Australia,DIPHTHERIA,Diphtheria,WPR,2019,7,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,323159,306670
Australia,DIPHTHERIA,Diphtheria,WPR,2019,7,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,306910,286372
Australia,TTETANUS,"Total tetanus",WPR,2019,3,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,306910,286372
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2020,237,"DTP-containing vaccine, 1st dose",DTPCV1,1574139,1515779
"Viet Nam",TTETANUS,"Total tetanus",WPR,2020,361,"DTP-containing vaccine, 1st dose",DTPCV1,1574139,1515779
"Viet Nam",PERTUSSIS,Pertussis,WPR,2020,158,"DTP-containing vaccine, 1st dose",DTPCV1,1574139,1515779
"Viet Nam",CRS,"Congenital rubella syndrome",WPR,2020,13,"Rubella-containing vaccine, 1st dose",RCV1,1545910,1435462
"Viet Nam",RUBELLA,Rubella,WPR,2020,105,"Rubella-containing vaccine, 1st dose",RCV1,1545910,1435462
"Viet Nam",TTETANUS,"Total tetanus",WPR,2020,361,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1547461,1358949
"Viet Nam",MEASLES,Measles,WPR,2020,846,"Measles-containing vaccine, 2nd dose",MCV2,1545910,1435462
"Viet Nam",MEASLES,Measles,WPR,2020,846,"Measles-containing vaccine, 1st dose",MCV1,1574139,1530881
"Viet Nam",JAPENC,"Japanese encephalitis",WPR,2020,193,"Japanese encephalitis vaccine, last dose",JAPENC_C,1522553,1397811
"Viet Nam",JAPENC,"Japanese encephalitis",WPR,2020,193,"Japanese encephalitis vaccine, 1st dose",JAPENC_1,1609351,1489525
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2020,237,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,1545907,1380496
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2020,237,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,944220,870729
"Viet Nam",NTETANUS,"Neonatal tetanus",WPR,2020,41,"Protection at birth (PAB) against neonatal tetanus",PAB,1574139,1399908
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2020,237,"DTP-containing vaccine, 3rd dose",DTPCV3,1574139,1482818
"Viet Nam",TTETANUS,"Total tetanus",WPR,2020,361,"DTP-containing vaccine, 3rd dose",DTPCV3,1574139,1482818
"Viet Nam",PERTUSSIS,Pertussis,WPR,2020,158,"DTP-containing vaccine, 3rd dose",DTPCV3,1574139,1482818
Japan,TTETANUS,"Total tetanus",WPR,2021,93,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,1082000,852062
Japan,TTETANUS,"Total tetanus",WPR,2021,93,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,949750,935162
Japan,RUBELLA,Rubella,WPR,2021,12,"Rubella-containing vaccine, 1st dose",RCV1,945268,901916
Japan,CRS,"Congenital rubella syndrome",WPR,2021,1,"Rubella-containing vaccine, 1st dose",RCV1,945268,901916
Japan,PERTUSSIS,Pertussis,WPR,2021,752,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,949750,935162
Japan,MEASLES,Measles,WPR,2021,6,"Measles-containing vaccine, 2nd dose",MCV2,1035539,974009
Japan,MEASLES,Measles,WPR,2021,6,"Measles-containing vaccine, 1st dose",MCV1,945268,901915
Japan,JAPENC,"Japanese encephalitis",WPR,2021,3,"Japanese encephalitis vaccine, last dose",JAPENC_C,1049000,1137460
Japan,JAPENC,"Japanese encephalitis",WPR,2021,3,"Japanese encephalitis vaccine, 1st dose",JAPENC_1,1001000,1118448
Japan,TTETANUS,"Total tetanus",WPR,2021,93,"DTP-containing vaccine, 3rd dose",DTPCV3,905750,894620
Japan,PERTUSSIS,Pertussis,WPR,2021,752,"DTP-containing vaccine, 3rd dose",DTPCV3,905750,894620
Japan,TTETANUS,"Total tetanus",WPR,2021,93,"DTP-containing vaccine, 1st dose",DTPCV1,905750,881417
Japan,PERTUSSIS,Pertussis,WPR,2021,752,"DTP-containing vaccine, 1st dose",DTPCV1,905750,881417
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"Tetanus-containing vaccine, 6th dose (3rd booster)",TTCV6,NULL,15777
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,72420,56439
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,64114,55746
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,NULL,29206
"New Zealand",PERTUSSIS,Pertussis,WPR,2021,43,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,64114,55746
"New Zealand",PERTUSSIS,Pertussis,WPR,2021,43,"Pertussis-containing vaccine, pregnant women",PERCV_PW,NULL,29206
"New Zealand",PERTUSSIS,Pertussis,WPR,2021,43,"DTP-containing vaccine, 3rd dose",DTPCV3,59903,53805
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"DTP-containing vaccine, 3rd dose",DTPCV3,59903,53805
"New Zealand",PERTUSSIS,Pertussis,WPR,2021,43,"DTP-containing vaccine, 1st dose",DTPCV1,59903,55830
"New Zealand",TTETANUS,"Total tetanus",WPR,2021,1,"DTP-containing vaccine, 1st dose",DTPCV1,59903,55830
"Lao People's Democratic Republic",TTETANUS,"Total tetanus",WPR,2022,30,"DTP-containing vaccine, 1st dose",DTPCV1,149733,144428
"Lao People's Democratic Republic",TTETANUS,"Total tetanus",WPR,2022,30,"DTP-containing vaccine, 3rd dose",DTPCV3,149733,138064
"Lao People's Democratic Republic",JAPENC,"Japanese encephalitis",WPR,2022,9,"Japanese encephalitis vaccine, 1st dose",JAPENC_1,149733,101024
"Lao People's Democratic Republic",TTETANUS,"Total tetanus",WPR,2022,30,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,156086,54012
Togo,RUBELLA,Rubella,AFR,2021,6,"Rubella-containing vaccine, 1st dose",RCV1,330878,276502
Togo,TTETANUS,"Total tetanus",AFR,2021,4,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,358783,257508
Togo,YFEVER,"Yellow fever",AFR,2021,2,"Yellow fever vaccine",YFV,330878,276619
Togo,TTETANUS,"Total tetanus",AFR,2021,4,"DTP-containing vaccine, 1st dose",DTPCV1,330878,304771
Togo,MEASLES,Measles,AFR,2021,82,"Measles-containing vaccine, 1st dose",MCV1,330878,276502
Togo,MEASLES,Measles,AFR,2021,82,"Measles-containing vaccine, 2nd dose",MCV2,330878,212895
Togo,NTETANUS,"Neonatal tetanus",AFR,2021,4,"Protection at birth (PAB) against neonatal tetanus",PAB,358783,253069
Togo,TTETANUS,"Total tetanus",AFR,2021,4,"DTP-containing vaccine, 3rd dose",DTPCV3,330878,296382
Kenya,MEASLES,Measles,AFR,2021,266,"Measles-containing vaccine, 1st dose",MCV1,1517680,1274208
Kenya,MEASLES,Measles,AFR,2021,266,"Measles-containing vaccine, 2nd dose",MCV2,1517680,862725
Kenya,RUBELLA,Rubella,AFR,2021,37,"Rubella-containing vaccine, 1st dose",RCV1,1517680,1274208
Kenya,PERTUSSIS,Pertussis,AFR,2021,29,"DTP-containing vaccine, 3rd dose",DTPCV3,1517680,1327946
Kenya,PERTUSSIS,Pertussis,AFR,2021,29,"DTP-containing vaccine, 1st dose",DTPCV1,1517680,1407034
Grenada,TTETANUS,"Total tetanus",AMR,2002,1,"DTP-containing vaccine, 3rd dose",DTPCV3,1864,1832
Grenada,TTETANUS,"Total tetanus",AMR,2002,1,"DTP-containing vaccine, 1st dose",DTPCV1,1864,1756
Chile,TTETANUS,"Total tetanus",AMR,2003,10,"DTP-containing vaccine, 1st dose",DTPCV1,241166,230033
Chile,PERTUSSIS,Pertussis,AMR,2003,1106,"DTP-containing vaccine, 1st dose",DTPCV1,241166,230033
Chile,TTETANUS,"Total tetanus",AMR,2003,10,"DTP-containing vaccine, 3rd dose",DTPCV3,241166,231484
Chile,PERTUSSIS,Pertussis,AMR,2003,1106,"DTP-containing vaccine, 3rd dose",DTPCV3,241166,231484
Chile,MEASLES,Measles,AMR,2003,1,"Measles-containing vaccine, 1st dose",MCV1,240904,244145
Honduras,PERTUSSIS,Pertussis,AMR,2003,93,"DTP-containing vaccine, 3rd dose",DTPCV3,194216,178677
Honduras,TTETANUS,"Total tetanus",AMR,2003,23,"DTP-containing vaccine, 3rd dose",DTPCV3,194216,178677
Honduras,TTETANUS,"Total tetanus",AMR,2003,23,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1796844,53212
Honduras,PERTUSSIS,Pertussis,AMR,2003,93,"DTP-containing vaccine, 1st dose",DTPCV1,194216,168608
Honduras,TTETANUS,"Total tetanus",AMR,2003,23,"DTP-containing vaccine, 1st dose",DTPCV1,194216,168608
Colombia,PERTUSSIS,Pertussis,AMR,2007,125,"DTP-containing vaccine, 1st dose",DTPCV1,856434,779107
Colombia,TTETANUS,"Total tetanus",AMR,2007,65,"DTP-containing vaccine, 1st dose",DTPCV1,856434,779107
Colombia,PERTUSSIS,Pertussis,AMR,2007,125,"DTP-containing vaccine, 3rd dose",DTPCV3,856434,795317
Colombia,TTETANUS,"Total tetanus",AMR,2007,65,"DTP-containing vaccine, 3rd dose",DTPCV3,856434,795317
Colombia,RUBELLA,Rubella,AMR,2007,2,"Rubella-containing vaccine, 1st dose",RCV1,856185,809923
Colombia,TTETANUS,"Total tetanus",AMR,2007,65,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,856434,792870
Colombia,YFEVER,"Yellow fever",AMR,2007,7,"Yellow fever vaccine",YFV,856185,717589
"Dominican Republic",PERTUSSIS,Pertussis,AMR,2010,37,"DTP-containing vaccine, 1st dose",DTPCV1,215391,205681
"Dominican Republic",DIPHTHERIA,Diphtheria,AMR,2010,4,"DTP-containing vaccine, 1st dose",DTPCV1,215391,205681
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2010,50,"DTP-containing vaccine, 1st dose",DTPCV1,215391,205681
"Dominican Republic",PERTUSSIS,Pertussis,AMR,2010,37,"DTP-containing vaccine, 3rd dose",DTPCV3,215391,189062
"Dominican Republic",DIPHTHERIA,Diphtheria,AMR,2010,4,"DTP-containing vaccine, 3rd dose",DTPCV3,215391,189062
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2010,50,"DTP-containing vaccine, 3rd dose",DTPCV3,215391,189062
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2010,50,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,215391,200823
Ecuador,PERTUSSIS,Pertussis,AMR,2012,54,"DTP-containing vaccine, 1st dose",DTPCV1,268421,321334
Ecuador,TTETANUS,"Total tetanus",AMR,2012,1,"DTP-containing vaccine, 1st dose",DTPCV1,268421,321334
